PLAZA,Fecha_Descarga,CDD,Addon,Soportes,Instalaciones,Recolecciones
ACAPULCO,2021-08-16,NA,4,1,20,4
ACAPULCO,2021-08-17,1,2,4,25,3
ACAPULCO,2021-08-18,1,5,NA,20,3
ACAPULCO,2021-08-19,1,5,4,23,2
ACAPULCO,2021-08-20,2,3,1,24,2
ACAPULCO,2021-08-21,2,6,NA,25,3
ACAPULCO,2021-08-22,2,4,2,27,1
ACAPULCO,2021-08-23,1,4,5,27,2
ACAPULCO,2021-08-24,2,5,1,30,1
ACAPULCO,2021-08-25,4,3,2,38,1
ACAPULCO,2021-08-26,4,6,1,38,7
ACAPULCO,2021-08-27,5,9,8,33,6
ACAPULCO,2021-08-28,7,15,7,53,8
ACAPULCO,2021-08-30,2,14,5,30,3
ACAPULCO,2021-08-31,3,9,4,30,3
ACAPULCO,2021-09-01,3,9,5,40,4
ACAPULCO,2021-09-02,4,13,3,51,3
ACAPULCO,2021-09-03,4,16,5,58,5
ACAPULCO,2021-09-04,5,18,5,66,3
ACAPULCO,2021-09-05,6,17,3,63,4
ACAPULCO,2021-09-06,6,19,4,41,4
ACAPULCO,2021-09-07,8,21,3,44,8
ACAPULCO,2021-09-08,10,25,19,35,9
ACAPULCO,2021-09-09,13,26,12,49,10
ACAPULCO,2021-09-10,17,25,6,51,9
ACAPULCO,2021-09-11,8,22,8,51,6
ACAPULCO,2021-09-12,8,18,5,65,7
ACAPULCO,2021-09-13,10,18,8,55,5
ACAPULCO,2021-09-14,9,14,2,52,4
ACAPULCO,2021-09-15,12,16,3,41,8
ACAPULCO,2021-09-16,14,20,1,36,6
ACAPULCO,2021-09-17,15,22,3,40,7
ACAPULCO,2021-09-18,12,12,2,36,5
ACAPULCO,2021-09-19,9,9,6,27,7
ACAPULCO,2021-09-20,4,4,2,31,4
ACAPULCO,2021-09-21,4,2,5,43,3
ACAPULCO,2021-09-22,4,2,1,34,5
ACAPULCO,2021-09-23,6,4,2,37,9
ACAPULCO,2021-09-24,1,2,2,45,6
ACAPULCO,2021-09-25,1,4,4,34,5
ACAPULCO,2021-09-26,2,4,1,27,7
ACAPULCO,2021-09-27,3,4,3,21,5
ACAPULCO,2021-09-28,6,4,2,25,2
ACAPULCO,2021-09-29,6,7,1,21,1
ACAPULCO,2021-09-30,8,2,3,21,1
ACAPULCO,2021-10-01,7,4,2,42,NA
ACAPULCO,2021-10-02,9,5,4,31,NA
ACAPULCO,2021-10-03,6,8,2,39,2
ACAPULCO,2021-10-04,7,6,2,29,4
ACAPULCO,2021-10-05,10,7,5,26,6
ACAPULCO,2021-10-06,8,9,8,30,11
ACAPULCO,2021-10-07,6,8,5,50,10
ACAPULCO,2021-10-08,6,7,2,52,9
ACAPULCO,2021-10-09,2,3,2,45,7
ACAPULCO,2021-10-10,3,3,2,51,7
ACAPULCO,2021-10-11,2,6,5,37,4
ACAPULCO,2021-10-12,4,5,9,46,8
ACAPULCO,2021-10-13,6,6,3,49,12
ACAPULCO,2021-10-14,5,9,5,42,11
ACAPULCO,2021-10-15,5,8,6,42,20
ACAPULCO,2021-10-16,9,6,5,34,20
ACAPULCO,2021-10-17,9,3,3,30,18
ACAPULCO,2021-10-18,6,3,6,22,15
ACAPULCO,2021-10-19,7,7,6,26,12
ACAPULCO,2021-10-20,9,7,4,33,14
ACAPULCO,2021-10-21,7,7,1,39,13
ACAPULCO,2021-10-22,2,7,2,29,16
ACAPULCO,2021-10-23,3,4,2,31,19
ACAPULCO,2021-10-24,3,1,4,21,15
ACAPULCO,2021-10-25,3,3,19,26,13
ACAPULCO,2021-10-26,3,2,5,29,13
ACAPULCO,2021-10-27,5,4,5,20,14
ACAPULCO,2021-10-28,9,5,2,36,15
ACAPULCO,2021-10-29,8,3,2,36,13
ACAPULCO,2021-10-30,6,2,4,34,10
ACAPULCO,2021-10-31,4,4,2,27,10
ACAPULCO,2021-11-01,2,2,1,23,11
ACAPULCO,2021-11-02,NA,3,5,28,12
ACAPULCO,2021-11-03,1,6,NA,27,13
ACAPULCO,2021-11-04,2,5,3,23,9
ACAPULCO,2021-11-05,5,6,1,23,8
ACAPULCO,2021-11-06,4,7,8,27,13
ACAPULCO,2021-11-07,4,5,8,24,12
ACAPULCO,2021-11-08,3,7,6,22,9
ACAPULCO,2021-11-09,2,6,5,39,11
ACAPULCO,2021-11-10,2,8,3,34,11
ACAPULCO,2021-11-11,7,10,4,36,13
ACAPULCO,2021-11-12,8,9,3,31,14
ACAPULCO,2021-11-13,7,9,4,45,8
ACAPULCO,2021-11-14,9,11,6,41,8
ACAPULCO,2021-11-15,7,5,1,28,7
ACAPULCO,2021-11-16,6,5,2,38,6
ACAPULCO,2021-11-17,7,7,6,33,9
ACAPULCO,2021-11-18,6,12,5,36,15
ACAPULCO,2021-11-19,7,13,5,44,19
ACAPULCO,2021-11-20,5,11,5,49,18
ACAPULCO,2021-11-21,6,12,3,23,21
ACAPULCO,2021-11-22,4,3,2,25,9
ACAPULCO,2021-11-23,3,3,5,29,7
ACAPULCO,2021-11-24,3,4,3,16,6
ACAPULCO,2021-11-25,4,1,3,23,9
ACAPULCO,2021-11-26,3,8,6,31,11
ACAPULCO,2021-11-27,2,6,1,30,10
ACAPULCO,2021-11-28,2,3,1,38,7
ACAPULCO,2021-11-29,1,2,1,39,6
ACAPULCO,2021-11-30,1,4,4,37,4
ACAPULCO,2021-12-01,2,6,4,30,8
ACAPULCO,2021-12-02,3,6,3,23,9
ACAPULCO,2021-12-03,3,5,3,30,15
ACAPULCO,2021-12-04,5,3,8,29,12
ACAPULCO,2021-12-05,1,2,2,17,14
ACAPULCO,2021-12-06,2,1,1,20,3
ACAPULCO,2021-12-07,2,6,6,24,4
ACAPULCO,2021-12-08,3,9,1,21,7
ACAPULCO,2021-12-09,4,5,1,19,4
ACAPULCO,2021-12-10,4,5,3,31,3
ACAPULCO,2021-12-11,3,6,2,29,6
ACAPULCO,2021-12-12,5,5,5,34,5
ACAPULCO,2021-12-13,3,1,8,24,6
ACAPULCO,2021-12-14,3,2,1,26,7
ACAPULCO,2021-12-15,4,2,5,26,8
ACAPULCO,2021-12-16,2,1,5,24,4
ACAPULCO,2021-12-17,2,2,4,31,3
ACAPULCO,2021-12-18,6,4,3,37,2
ACAPULCO,2021-12-19,8,5,1,21,4
ACAPULCO,2021-12-20,4,4,NA,21,3
ACAPULCO,2021-12-21,7,7,4,16,2
ACAPULCO,2021-12-22,10,10,2,32,1
ACAPULCO,2021-12-23,6,8,4,33,2
ACAPULCO,2021-12-24,5,6,7,30,3
ACAPULCO,2021-12-25,4,1,4,22,4
ACAPULCO,2021-12-26,6,3,1,14,5
ACAPULCO,2021-12-27,1,3,2,24,2
ACAPULCO,2021-12-28,1,1,2,25,4
ACAPULCO,2021-12-29,2,4,1,33,4
ACAPULCO,2021-12-30,3,7,2,25,5
ACAPULCO,2021-12-31,2,6,5,26,2
ACAPULCO,2022-01-01,3,1,4,14,NA
ACAPULCO,2022-01-02,4,NA,1,14,2
ACAPULCO,2022-01-03,NA,3,2,17,1
ACAPULCO,2022-01-04,2,2,2,24,2
ACAPULCO,2022-01-05,3,3,2,25,3
ACAPULCO,2022-01-06,4,3,2,16,3
ACAPULCO,2022-01-07,6,4,2,21,3
ACAPULCO,2022-01-08,4,4,6,17,3
ACAPULCO,2022-01-09,1,3,6,22,4
ACAPULCO,2022-01-10,1,2,2,23,NA
ACAPULCO,2022-01-11,2,6,2,28,1
ACAPULCO,2022-01-12,1,4,NA,20,2
ACAPULCO,2022-01-13,4,3,3,21,8
ACAPULCO,2022-01-14,3,6,2,27,5
ACAPULCO,2022-01-15,4,7,7,31,8
ACAPULCO,2022-01-16,6,7,5,28,9
ACAPULCO,2022-01-17,4,4,2,27,7
ACAPULCO,2022-01-18,1,10,5,25,7
ACAPULCO,2022-01-19,1,13,3,24,5
ACAPULCO,2022-01-20,2,14,1,26,10
ACAPULCO,2022-01-21,3,6,8,25,7
ACAPULCO,2022-01-22,1,5,5,28,6
ACAPULCO,2022-01-23,1,3,4,21,10
ACAPULCO,2022-01-24,NA,3,7,25,6
ACAPULCO,2022-01-25,2,5,3,20,6
ACAPULCO,2022-01-26,5,4,4,21,3
ACAPULCO,2022-01-27,5,7,2,12,2
ACAPULCO,2022-01-28,6,6,3,20,3
ACAPULCO,2022-01-29,2,3,NA,19,3
ACAPULCO,2022-01-30,4,5,NA,17,2
ACAPULCO,2022-01-31,4,3,3,12,2
ACAPULCO,2022-02-01,2,2,3,15,3
ACAPULCO,2022-02-02,3,2,3,18,2
ACAPULCO,2022-02-03,1,5,4,14,4
ACAPULCO,2022-02-04,NA,5,2,17,7
ACAPULCO,2022-02-05,4,3,1,13,5
ACAPULCO,2022-02-06,3,1,3,14,4
ACAPULCO,2022-02-07,3,2,1,18,7
ACAPULCO,2022-02-08,1,4,1,24,NA
ACAPULCO,2022-02-09,NA,3,2,21,2
ACAPULCO,2022-02-10,NA,NA,3,23,5
ACAPULCO,2022-02-11,3,7,4,20,6
ACAPULCO,2022-02-12,2,4,2,20,7
ACAPULCO,2022-02-13,1,1,1,21,2
ACAPULCO,2022-02-14,NA,4,2,24,1
ACAPULCO,2022-02-15,1,5,6,25,NA
ACAPULCO,2022-02-16,4,5,1,20,1
ACAPULCO,2022-02-17,7,6,6,27,5
ACAPULCO,2022-02-18,6,6,5,18,4
ACAPULCO,2022-02-19,4,8,5,29,6
ACAPULCO,2022-02-20,5,7,5,20,5
ACAPULCO,2022-02-21,4,5,2,10,3
ACAPULCO,2022-02-22,5,3,3,13,6
ACAPULCO,2022-02-23,4,1,1,22,4
ACAPULCO,2022-02-24,6,8,4,26,6
ACAPULCO,2022-02-25,3,6,2,20,3
ACAPULCO,2022-02-26,3,7,2,12,4
ACAPULCO,2022-02-27,4,5,2,19,4
ACAPULCO,2022-02-28,1,5,2,24,4
ACAPULCO,2022-03-01,1,3,2,20,2
ACAPULCO,2022-03-02,1,4,4,16,NA
ACAPULCO,2022-03-03,4,4,2,19,1
ACAPULCO,2022-03-04,2,4,2,22,6
ACAPULCO,2022-03-05,3,4,5,25,4
ACAPULCO,2022-03-06,3,3,2,15,4
ACAPULCO,2022-03-07,3,2,NA,17,7
ACAPULCO,2022-03-08,2,4,2,6,5
ACAPULCO,2022-03-09,2,2,5,13,4
ACAPULCO,2022-03-10,1,1,4,11,5
ACAPULCO,2022-03-11,1,1,1,13,3
ACAPULCO,2022-03-12,NA,3,5,11,3
ACAPULCO,2022-03-13,NA,1,1,9,2
ACAPULCO,2022-03-14,NA,3,2,6,3
AGUASCALIENTES,2021-08-16,22,5,10,46,42
AGUASCALIENTES,2021-08-17,12,10,7,70,29
AGUASCALIENTES,2021-08-18,22,17,15,93,29
AGUASCALIENTES,2021-08-19,23,19,18,88,24
AGUASCALIENTES,2021-08-20,24,23,18,112,24
AGUASCALIENTES,2021-08-21,24,18,13,132,34
AGUASCALIENTES,2021-08-22,22,12,16,96,28
AGUASCALIENTES,2021-08-23,25,17,14,84,31
AGUASCALIENTES,2021-08-24,19,19,26,113,26
AGUASCALIENTES,2021-08-25,30,23,8,116,32
AGUASCALIENTES,2021-08-26,29,26,8,123,37
AGUASCALIENTES,2021-08-27,25,24,10,132,40
AGUASCALIENTES,2021-08-28,33,27,17,146,35
AGUASCALIENTES,2021-08-30,27,38,6,77,25
AGUASCALIENTES,2021-08-31,35,49,8,96,17
AGUASCALIENTES,2021-09-01,39,34,19,92,32
AGUASCALIENTES,2021-09-02,42,45,30,102,46
AGUASCALIENTES,2021-09-03,39,56,20,117,63
AGUASCALIENTES,2021-09-04,53,57,14,150,77
AGUASCALIENTES,2021-09-05,54,69,26,134,80
AGUASCALIENTES,2021-09-06,58,72,19,107,83
AGUASCALIENTES,2021-09-07,62,63,32,120,87
AGUASCALIENTES,2021-09-08,56,52,28,121,86
AGUASCALIENTES,2021-09-09,54,49,32,114,95
AGUASCALIENTES,2021-09-10,53,45,21,123,102
AGUASCALIENTES,2021-09-11,51,35,12,123,103
AGUASCALIENTES,2021-09-12,47,34,12,122,98
AGUASCALIENTES,2021-09-13,46,40,7,96,79
AGUASCALIENTES,2021-09-14,43,40,16,94,72
AGUASCALIENTES,2021-09-15,44,42,9,110,79
AGUASCALIENTES,2021-09-16,45,43,22,126,84
AGUASCALIENTES,2021-09-17,43,41,16,115,94
AGUASCALIENTES,2021-09-18,46,39,16,123,84
AGUASCALIENTES,2021-09-19,41,28,12,111,97
AGUASCALIENTES,2021-09-20,41,29,11,87,100
AGUASCALIENTES,2021-09-21,42,30,15,100,89
AGUASCALIENTES,2021-09-22,40,35,36,106,91
AGUASCALIENTES,2021-09-23,37,36,24,121,82
AGUASCALIENTES,2021-09-24,40,40,15,109,80
AGUASCALIENTES,2021-09-25,42,40,13,102,89
AGUASCALIENTES,2021-09-26,44,32,10,79,105
AGUASCALIENTES,2021-09-27,39,35,20,72,79
AGUASCALIENTES,2021-09-28,45,38,21,77,64
AGUASCALIENTES,2021-09-29,43,28,12,90,61
AGUASCALIENTES,2021-09-30,38,46,31,87,65
AGUASCALIENTES,2021-10-01,40,43,32,87,84
AGUASCALIENTES,2021-10-02,37,45,14,97,101
AGUASCALIENTES,2021-10-03,37,36,10,77,105
AGUASCALIENTES,2021-10-04,38,36,8,59,108
AGUASCALIENTES,2021-10-05,27,30,11,64,139
AGUASCALIENTES,2021-10-06,26,18,17,77,124
AGUASCALIENTES,2021-10-07,17,30,9,72,97
AGUASCALIENTES,2021-10-08,17,26,6,92,62
AGUASCALIENTES,2021-10-09,21,16,10,87,38
AGUASCALIENTES,2021-10-10,14,7,13,66,25
AGUASCALIENTES,2021-10-11,10,14,11,47,20
AGUASCALIENTES,2021-10-12,10,10,14,62,24
AGUASCALIENTES,2021-10-13,13,12,26,72,26
AGUASCALIENTES,2021-10-14,14,20,15,60,46
AGUASCALIENTES,2021-10-15,14,35,18,80,30
AGUASCALIENTES,2021-10-16,13,32,10,80,44
AGUASCALIENTES,2021-10-17,13,23,11,53,50
AGUASCALIENTES,2021-10-18,12,17,21,39,46
AGUASCALIENTES,2021-10-19,15,21,23,67,46
AGUASCALIENTES,2021-10-20,14,35,17,67,49
AGUASCALIENTES,2021-10-21,23,37,16,73,47
AGUASCALIENTES,2021-10-22,14,19,25,80,48
AGUASCALIENTES,2021-10-23,17,19,21,81,56
AGUASCALIENTES,2021-10-24,12,15,17,72,67
AGUASCALIENTES,2021-10-25,8,15,14,57,49
AGUASCALIENTES,2021-10-26,5,16,24,68,47
AGUASCALIENTES,2021-10-27,11,27,20,69,47
AGUASCALIENTES,2021-10-28,15,28,16,66,32
AGUASCALIENTES,2021-10-29,14,18,11,78,20
AGUASCALIENTES,2021-10-30,16,15,10,71,14
AGUASCALIENTES,2021-10-31,12,11,10,67,20
AGUASCALIENTES,2021-11-01,14,10,8,42,20
AGUASCALIENTES,2021-11-02,19,25,10,58,20
AGUASCALIENTES,2021-11-03,14,13,16,30,21
AGUASCALIENTES,2021-11-04,12,21,12,40,23
AGUASCALIENTES,2021-11-05,10,10,11,63,21
AGUASCALIENTES,2021-11-06,13,12,11,70,18
AGUASCALIENTES,2021-11-07,9,13,12,55,20
AGUASCALIENTES,2021-11-08,6,11,1,46,12
AGUASCALIENTES,2021-11-09,8,8,16,63,25
AGUASCALIENTES,2021-11-10,11,13,10,80,28
AGUASCALIENTES,2021-11-11,11,13,19,82,22
AGUASCALIENTES,2021-11-12,16,19,16,124,29
AGUASCALIENTES,2021-11-13,13,14,15,133,47
AGUASCALIENTES,2021-11-14,16,6,4,87,47
AGUASCALIENTES,2021-11-15,14,7,9,67,48
AGUASCALIENTES,2021-11-16,9,17,11,75,38
AGUASCALIENTES,2021-11-17,13,16,16,97,48
AGUASCALIENTES,2021-11-18,16,14,12,88,62
AGUASCALIENTES,2021-11-19,9,20,6,78,52
AGUASCALIENTES,2021-11-20,12,15,10,77,54
AGUASCALIENTES,2021-11-21,11,11,12,64,22
AGUASCALIENTES,2021-11-22,13,19,10,64,32
AGUASCALIENTES,2021-11-23,12,19,12,61,28
AGUASCALIENTES,2021-11-24,9,16,15,56,35
AGUASCALIENTES,2021-11-25,7,17,21,52,33
AGUASCALIENTES,2021-11-26,15,16,8,82,27
AGUASCALIENTES,2021-11-27,12,14,12,97,32
AGUASCALIENTES,2021-11-28,19,17,7,73,47
AGUASCALIENTES,2021-11-29,18,12,10,70,49
AGUASCALIENTES,2021-11-30,12,11,10,61,40
AGUASCALIENTES,2021-12-01,7,13,22,44,25
AGUASCALIENTES,2021-12-02,9,26,10,59,33
AGUASCALIENTES,2021-12-03,12,53,29,63,31
AGUASCALIENTES,2021-12-04,17,106,8,55,33
AGUASCALIENTES,2021-12-05,6,134,8,47,20
AGUASCALIENTES,2021-12-06,5,128,5,29,13
AGUASCALIENTES,2021-12-07,14,131,16,50,14
AGUASCALIENTES,2021-12-08,18,96,18,58,33
AGUASCALIENTES,2021-12-09,17,103,21,65,41
AGUASCALIENTES,2021-12-10,15,85,12,64,33
AGUASCALIENTES,2021-12-11,12,94,9,63,31
AGUASCALIENTES,2021-12-12,11,57,10,44,45
AGUASCALIENTES,2021-12-13,10,47,6,32,47
AGUASCALIENTES,2021-12-14,11,39,19,54,36
AGUASCALIENTES,2021-12-15,13,42,14,61,37
AGUASCALIENTES,2021-12-16,20,46,26,68,35
AGUASCALIENTES,2021-12-17,9,53,7,77,37
AGUASCALIENTES,2021-12-18,11,55,22,72,35
AGUASCALIENTES,2021-12-19,8,43,8,56,37
AGUASCALIENTES,2021-12-20,5,25,10,52,41
AGUASCALIENTES,2021-12-21,11,28,24,68,29
AGUASCALIENTES,2021-12-22,13,20,6,64,19
AGUASCALIENTES,2021-12-23,12,17,21,74,13
AGUASCALIENTES,2021-12-24,13,19,12,68,10
AGUASCALIENTES,2021-12-25,5,11,11,36,6
AGUASCALIENTES,2021-12-26,5,9,13,30,4
AGUASCALIENTES,2021-12-27,11,9,7,29,11
AGUASCALIENTES,2021-12-28,16,23,12,68,33
AGUASCALIENTES,2021-12-29,18,31,24,90,41
AGUASCALIENTES,2021-12-30,23,53,24,85,46
AGUASCALIENTES,2021-12-31,22,65,23,67,48
AGUASCALIENTES,2022-01-01,20,52,22,40,46
AGUASCALIENTES,2022-01-02,17,23,12,26,50
AGUASCALIENTES,2022-01-03,9,17,12,31,11
AGUASCALIENTES,2022-01-04,13,20,12,41,14
AGUASCALIENTES,2022-01-05,12,14,20,39,13
AGUASCALIENTES,2022-01-06,17,14,16,56,14
AGUASCALIENTES,2022-01-07,11,4,14,66,17
AGUASCALIENTES,2022-01-08,10,13,9,68,22
AGUASCALIENTES,2022-01-09,8,9,8,40,14
AGUASCALIENTES,2022-01-10,5,6,3,34,11
AGUASCALIENTES,2022-01-11,8,4,7,48,13
AGUASCALIENTES,2022-01-12,6,10,17,55,15
AGUASCALIENTES,2022-01-13,9,16,12,62,38
AGUASCALIENTES,2022-01-14,8,22,17,74,29
AGUASCALIENTES,2022-01-15,15,21,15,72,38
AGUASCALIENTES,2022-01-16,17,9,15,58,24
AGUASCALIENTES,2022-01-17,18,15,7,25,35
AGUASCALIENTES,2022-01-18,12,21,25,54,28
AGUASCALIENTES,2022-01-19,13,23,12,47,31
AGUASCALIENTES,2022-01-20,21,18,13,47,54
AGUASCALIENTES,2022-01-21,15,27,14,48,42
AGUASCALIENTES,2022-01-22,14,19,6,62,41
AGUASCALIENTES,2022-01-23,13,10,10,38,33
AGUASCALIENTES,2022-01-24,6,7,9,30,24
AGUASCALIENTES,2022-01-25,8,20,14,44,18
AGUASCALIENTES,2022-01-26,16,17,23,48,24
AGUASCALIENTES,2022-01-27,20,13,13,50,19
AGUASCALIENTES,2022-01-28,19,17,9,67,11
AGUASCALIENTES,2022-01-29,26,16,4,81,15
AGUASCALIENTES,2022-01-30,25,21,14,65,15
AGUASCALIENTES,2022-01-31,14,15,9,59,22
AGUASCALIENTES,2022-02-01,17,18,11,63,34
AGUASCALIENTES,2022-02-02,20,24,21,39,42
AGUASCALIENTES,2022-02-03,19,31,12,49,42
AGUASCALIENTES,2022-02-04,20,40,21,50,47
AGUASCALIENTES,2022-02-05,15,29,13,55,33
AGUASCALIENTES,2022-02-06,15,16,11,50,25
AGUASCALIENTES,2022-02-07,12,8,8,34,14
AGUASCALIENTES,2022-02-08,14,7,14,37,14
AGUASCALIENTES,2022-02-09,14,4,18,49,16
AGUASCALIENTES,2022-02-10,12,27,22,56,28
AGUASCALIENTES,2022-02-11,14,29,25,48,35
AGUASCALIENTES,2022-02-12,24,24,26,99,47
AGUASCALIENTES,2022-02-13,24,21,22,78,42
AGUASCALIENTES,2022-02-14,15,18,12,63,35
AGUASCALIENTES,2022-02-15,11,19,19,66,19
AGUASCALIENTES,2022-02-16,18,39,22,68,32
AGUASCALIENTES,2022-02-17,22,32,21,60,34
AGUASCALIENTES,2022-02-18,14,31,17,60,34
AGUASCALIENTES,2022-02-19,15,37,19,79,29
AGUASCALIENTES,2022-02-20,18,28,15,67,24
AGUASCALIENTES,2022-02-21,17,27,20,59,39
AGUASCALIENTES,2022-02-22,25,31,34,56,46
AGUASCALIENTES,2022-02-23,20,26,38,57,30
AGUASCALIENTES,2022-02-24,23,36,31,71,36
AGUASCALIENTES,2022-02-25,30,19,8,72,47
AGUASCALIENTES,2022-02-26,25,20,15,91,34
AGUASCALIENTES,2022-02-27,23,18,13,69,36
AGUASCALIENTES,2022-02-28,22,15,14,68,36
AGUASCALIENTES,2022-03-01,21,32,30,48,31
AGUASCALIENTES,2022-03-02,18,40,28,47,33
AGUASCALIENTES,2022-03-03,16,34,21,53,29
AGUASCALIENTES,2022-03-04,16,24,29,49,32
AGUASCALIENTES,2022-03-05,15,18,14,52,30
AGUASCALIENTES,2022-03-06,8,10,16,50,9
AGUASCALIENTES,2022-03-07,5,8,9,41,21
AGUASCALIENTES,2022-03-08,7,11,13,40,12
AGUASCALIENTES,2022-03-09,7,9,6,50,8
AGUASCALIENTES,2022-03-10,12,9,23,48,10
AGUASCALIENTES,2022-03-11,15,9,10,69,32
AGUASCALIENTES,2022-03-12,17,12,21,55,25
AGUASCALIENTES,2022-03-13,14,16,22,53,26
AGUASCALIENTES,2022-03-14,15,8,9,40,31
CANCUN,2021-08-16,24,26,19,121,50
CANCUN,2021-08-17,25,28,23,109,52
CANCUN,2021-08-18,31,28,31,113,40
CANCUN,2021-08-19,39,31,37,129,50
CANCUN,2021-08-20,50,36,174,119,58
CANCUN,2021-08-21,52,51,232,157,63
CANCUN,2021-08-22,57,62,201,168,71
CANCUN,2021-08-23,62,64,167,160,78
CANCUN,2021-08-24,71,76,92,196,93
CANCUN,2021-08-25,49,71,81,210,102
CANCUN,2021-08-26,43,59,66,213,116
CANCUN,2021-08-27,39,63,54,219,131
CANCUN,2021-08-28,39,56,45,223,149
CANCUN,2021-08-30,32,38,37,170,126
CANCUN,2021-08-31,35,50,52,164,92
CANCUN,2021-09-01,32,57,62,145,102
CANCUN,2021-09-02,41,61,47,168,99
CANCUN,2021-09-03,44,69,41,226,99
CANCUN,2021-09-04,52,53,44,206,83
CANCUN,2021-09-05,56,57,26,183,86
CANCUN,2021-09-06,61,64,31,161,82
CANCUN,2021-09-07,52,58,44,163,84
CANCUN,2021-09-08,49,60,51,192,78
CANCUN,2021-09-09,44,59,46,239,81
CANCUN,2021-09-10,46,64,44,198,89
CANCUN,2021-09-11,43,59,47,198,100
CANCUN,2021-09-12,41,44,54,210,110
CANCUN,2021-09-13,38,46,45,164,113
CANCUN,2021-09-14,42,49,41,164,117
CANCUN,2021-09-15,41,52,32,180,131
CANCUN,2021-09-16,45,45,44,171,133
CANCUN,2021-09-17,41,44,25,145,150
CANCUN,2021-09-18,42,47,51,139,156
CANCUN,2021-09-19,41,45,30,147,174
CANCUN,2021-09-20,35,33,22,115,178
CANCUN,2021-09-21,37,32,30,133,191
CANCUN,2021-09-22,37,27,15,144,201
CANCUN,2021-09-23,28,22,21,154,213
CANCUN,2021-09-24,23,8,20,168,223
CANCUN,2021-09-25,26,15,26,163,228
CANCUN,2021-09-26,22,18,25,124,232
CANCUN,2021-09-27,13,17,19,117,236
CANCUN,2021-09-28,13,11,29,139,247
CANCUN,2021-09-29,14,14,20,165,248
CANCUN,2021-09-30,24,26,26,188,253
CANCUN,2021-10-01,29,29,32,172,271
CANCUN,2021-10-02,36,37,33,171,283
CANCUN,2021-10-03,35,28,9,151,284
CANCUN,2021-10-04,32,23,14,113,267
CANCUN,2021-10-05,20,27,19,139,254
CANCUN,2021-10-06,29,29,21,149,259
CANCUN,2021-10-07,29,24,28,151,255
CANCUN,2021-10-08,33,25,21,161,244
CANCUN,2021-10-09,37,21,26,175,210
CANCUN,2021-10-10,34,23,24,165,194
CANCUN,2021-10-11,24,20,23,135,132
CANCUN,2021-10-12,30,23,23,160,99
CANCUN,2021-10-13,34,23,29,169,67
CANCUN,2021-10-14,36,30,26,175,63
CANCUN,2021-10-15,23,41,22,202,43
CANCUN,2021-10-16,40,41,34,189,46
CANCUN,2021-10-17,42,42,23,160,56
CANCUN,2021-10-18,28,33,30,128,46
CANCUN,2021-10-19,30,31,21,126,36
CANCUN,2021-10-20,29,28,25,143,46
CANCUN,2021-10-21,28,33,39,154,49
CANCUN,2021-10-22,27,26,39,162,60
CANCUN,2021-10-23,26,32,22,164,64
CANCUN,2021-10-24,22,34,18,142,57
CANCUN,2021-10-25,17,22,24,129,60
CANCUN,2021-10-26,20,44,26,148,55
CANCUN,2021-10-27,26,40,44,159,64
CANCUN,2021-10-28,26,36,34,163,54
CANCUN,2021-10-29,22,23,26,159,47
CANCUN,2021-10-30,29,26,23,161,34
CANCUN,2021-10-31,26,14,9,131,31
CANCUN,2021-11-01,23,12,14,95,33
CANCUN,2021-11-02,15,13,16,114,22
CANCUN,2021-11-03,17,15,19,113,28
CANCUN,2021-11-04,18,19,21,112,29
CANCUN,2021-11-05,18,20,31,106,29
CANCUN,2021-11-06,18,12,19,119,39
CANCUN,2021-11-07,14,15,15,85,45
CANCUN,2021-11-08,13,8,16,78,30
CANCUN,2021-11-09,15,12,31,116,25
CANCUN,2021-11-10,19,22,24,113,32
CANCUN,2021-11-11,16,22,16,122,23
CANCUN,2021-11-12,14,29,24,167,17
CANCUN,2021-11-13,17,23,22,178,22
CANCUN,2021-11-14,19,20,9,150,20
CANCUN,2021-11-15,14,16,10,146,27
CANCUN,2021-11-16,17,22,17,140,33
CANCUN,2021-11-17,22,20,25,127,38
CANCUN,2021-11-18,16,24,21,137,40
CANCUN,2021-11-19,17,20,17,151,39
CANCUN,2021-11-20,21,24,37,153,45
CANCUN,2021-11-21,23,27,22,143,49
CANCUN,2021-11-22,23,15,17,118,38
CANCUN,2021-11-23,19,25,37,154,37
CANCUN,2021-11-24,16,18,40,143,46
CANCUN,2021-11-25,15,18,30,149,35
CANCUN,2021-11-26,17,15,33,138,37
CANCUN,2021-11-27,18,20,29,146,42
CANCUN,2021-11-28,13,14,24,125,50
CANCUN,2021-11-29,9,8,23,118,38
CANCUN,2021-11-30,15,15,39,139,26
CANCUN,2021-12-01,17,14,45,119,40
CANCUN,2021-12-02,16,16,29,137,42
CANCUN,2021-12-03,21,23,27,142,54
CANCUN,2021-12-04,23,30,30,149,65
CANCUN,2021-12-05,18,30,24,115,66
CANCUN,2021-12-06,15,27,33,105,57
CANCUN,2021-12-07,19,120,32,128,56
CANCUN,2021-12-08,25,143,53,153,51
CANCUN,2021-12-09,29,150,44,157,57
CANCUN,2021-12-10,27,132,38,162,55
CANCUN,2021-12-11,22,99,39,159,57
CANCUN,2021-12-12,22,62,39,140,56
CANCUN,2021-12-13,18,43,28,127,50
CANCUN,2021-12-14,25,39,41,136,43
CANCUN,2021-12-15,24,46,30,147,52
